	CRIM	ZN	INDUS	CHAS	NOX	RM	AGE	DIS	RAD	TAX	PTRATIO	B	PRICE
10.0	-0.44273765374028734	0.0418169014053679	-0.4784270187014429	-0.2709873156994237	0.2715546317530955	0.37333946432597004	0.9157511204234874	-0.2960697784708784	-0.5274858633115195	-0.5811596951947764	-1.522888569013526	0.39149926675234115	-0.8164051586390414
11.0	-0.44273765374028734	0.0418169014053679	-0.4784270187014429	-0.2709873156994237	0.2715546317530955	0.1902131142942829	0.5121587296477699	-0.2961637582797528	-0.5274858633115195	-0.5811596951947764	-1.522888569013526	0.43928703596363383	-0.3915211185278684
12.0	-0.44273765374028734	0.0418169014053679	-0.4784270187014429	-0.2709873156994237	0.2715546317530955	0.13049800015351534	-1.0420260032517055	-0.2967713377441258	-0.5274858633115195	-0.5811596951947764	-1.522888569013526	0.36946015857727027	-0.08647616665318
13.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	0.16035555722389913	-0.23484122170026975	-0.29735354266010267	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	0.43928703596363383	-0.2281041800235711
15.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	0.10312857283899689	-0.42247628056968234	-0.29751714584405153	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	0.4253216604863614	-0.28257649285833686
16.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	0.15338879390747623	-1.385433563824027	-0.29751714584405153	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	0.32963701756785996	0.06604630928416441
17.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	-2.7970404468571255	0.469675320092431	-0.2977056536773521	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	0.3285459726086978	-0.5440435944652124
18.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	-0.08497403670442089	-1.1269928223623829	-0.29806700604247416	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	-0.7380595794680092	-0.24989310515747734
19.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	0.04988259606347916	0.03776065627982052	-0.29806700604247416	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	0.3743698608934989	-0.46778235649654043
20.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	-2.797249449756618	1.0502819173487266	-0.2980659096113706	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	0.21747759576601278	-0.9689276345763855
21.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	0.16831757244266812	0.735196629813298	-0.297897999019515	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	0.39160837124825726	-0.315259880559196
22.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	0.25639736580030026	0.823703733053587	-0.297925723063133	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	0.43928703596363383	-0.7946162335051351
23.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	0.09267842786436256	1.1175473158113465	-0.2978330746348843	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	0.41353837492741263	-0.8708774714738071
24.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	0.14791490844457256	0.9086705521642642	-0.2975946791863729	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	0.4112471805131722	-0.7510383832373224
25.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	-0.013813525686672889	0.6112866852768934	-0.29755160510730544	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	-0.580621791860942	-0.936244246875526
26.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	0.09267842786436256	0.774139755239025	3.365738584003711	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	0.2208598351394148	-0.6420937575677907
27.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	0.20912290043885928	0.7210354932948516	-0.29755254490539423	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	-0.5483268610697489	-0.8381940837729476
28.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	0.43205932656439144	0.9192914045530993	-0.29755152679079805	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	0.34152940762272477	-0.4459934313626342
29.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	0.5211343718243697	0.6679312313506782	3.0187964562423897	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	0.2574098412713398	-0.16273740462185202
30.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	0.04291583274705628	0.9086705521642642	3.01409746579867	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	0.038546222463455786	-1.066977797678964
31.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	0.22156354921818586	1.1175473158113465	2.9686738915093773	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	0.21922326770067213	-0.8708774714738071
32.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	-2.797060351895172	0.4802961724812656	-0.2979154636006642	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	-1.353299831939424	-1.0125054848441983
33.0	0.44811503415008835	-0.49108053445278155	-0.43911848387246205	-0.2709873156994237	0.3341646946593542	0.03694432133297953	0.9405331093307685	-0.2980742894776619	-0.6416672544551716	-0.6047670812603101	1.1790622192319102	0.023271593035188335	-1.0233999474111513
35.0	-1.333590341630663	-0.49108053445278155	-0.7564985058249737	-0.2709873156994237	0.15975094799191933	0.1523935420051301	-0.008263037405129669	-0.2984086226477326	-0.5274858633115195	-0.7700187837190454	0.3405257677074643	0.43928703596363383	-0.3915211185278684
36.0	-0.44273765374028734	-0.49108053445278155	-0.7564985058249737	-0.2709873156994237	0.15975094799191933	0.10661195449720832	-0.24900235821871594	-0.298394838942431	-0.5274858633115195	-0.7700187837190454	0.3405257677074643	0.22827894086171602	-0.27168203029138355
37.0	-1.333590341630663	-0.49108053445278155	-0.7564985058249737	-0.2709873156994237	0.15975094799191933	-2.7971101144902892	-0.9535189000114164	-0.2979591642117908	-0.5274858633115195	-0.7700187837190454	0.3405257677074643	0.43928703596363383	-0.16273740462185202
38.0	-0.44273765374028734	-0.49108053445278155	-0.7564985058249737	-0.2709873156994237	0.15975094799191933	0.16881519839384118	-1.3535710066575226	-0.2980272212567173	-0.5274858633115195	-0.7700187837190454	0.3405257677074643	0.40142777588071504	0.24035771035541467
39.0	-1.333590341630663	2.706304080696115	-1.1947158755850928	-0.2709873156994237	-0.15777151388982108	0.48182192168169774	-1.650954873544894	-0.29681033936480866	-0.7558486455988237	-0.9293686396613974	-0.07874245805475788	0.42543076498227744	0.9049199269395574
40.0	-1.333590341630663	2.706304080696115	-1.1947158755850928	-0.2709873156994237	-0.15777151388982108	0.6953034547349417	-1.8633719213215876	-0.29681033936480866	-0.7558486455988237	-0.9293686396613974	-0.07874245805475788	0.4253216604863614	1.3515928921846365
41.0	-0.44273765374028734	-0.49108053445278155	-0.6181906980933746	-0.2709873156994237	-0.06832856688088011	-2.7966522986152103	-2.3200685740414784	-0.2965598831741584	-0.7558486455988237	-1.041503723472682	-0.2650838917268579	0.3139259701559281	0.4473524991275249
42.0	-0.44273765374028734	-0.49108053445278155	-0.6181906980933746	-0.2709873156994237	-0.06832856688088011	0.269833266481973	-2.189078061245851	-0.2965598831741584	-0.7558486455988237	-1.041503723472682	-0.2650838917268579	0.29166865298902445	0.3057244857571338
43.0	-0.44273765374028734	-0.49108053445278155	-0.6181906980933746	-0.2709873156994237	-0.06832856688088011	0.2907335564312416	-2.1926183453754624	-0.2965598831741584	-0.7558486455988237	-1.041503723472682	-0.2650838917268579	0.4126655389600827	0.24035771035541467
44.0	-0.44273765374028734	-0.49108053445278155	-0.6181906980933746	-0.2709873156994237	-0.06832856688088011	0.22007067136466665	-1.0066231619555899	-0.2965598831741584	-0.7558486455988237	-1.041503723472682	-0.2650838917268579	0.3573495595305727	-0.14094847948794578
45.0	-0.44273765374028734	-0.49108053445278155	-0.6181906980933746	-0.2709873156994237	-0.06832856688088011	0.02748942826069133	-1.2261207779915066	-0.29704583710254645	-0.7558486455988237	-1.041503723472682	-0.2650838917268579	0.43928703596363383	-0.34794326826005556
46.0	-0.44273765374028734	-0.49108053445278155	-0.6181906980933746	-0.2709873156994237	-0.06832856688088011	0.07924252718268987	-1.2438221986395646	-0.29704583710254645	-0.7558486455988237	-1.041503723472682	-0.2650838917268579	0.43928703596363383	-0.27168203029138355
47.0	-0.44273765374028734	-0.49108053445278155	-0.6181906980933746	-0.2709873156994237	-0.06832856688088011	-2.7970205418190783	0.6042061170176702	-0.29658455287398794	-0.7558486455988237	-1.041503723472682	-0.2650838917268579	0.39389956566249773	-0.6420937575677907
48.0	0.44811503415008835	-0.49108053445278155	-0.6181906980933746	-0.2709873156994237	-0.06832856688088011	-0.11333871592128546	0.951153961719603	-0.2964431132616319	-0.7558486455988237	-1.041503723472682	-0.2650838917268579	0.43928703596363383	-0.8817719340407603
49.0	-0.44273765374028734	-0.49108053445278155	-0.6181906980933746	-0.2709873156994237	-0.06832856688088011	-0.0123206478331537	-0.2277606534410465	-0.2962726182250323	-0.7558486455988237	-1.041503723472682	-0.2650838917268579	0.43928703596363383	-0.33704880569310264
50.0	-0.44273765374028734	0.4041871577889095	-0.8030863989556176	-0.2709873156994237	-0.10857789303490355	0.167322320540322	-0.8048269665677308	-0.2957032572162682	-0.6416672544551716	-0.9824852583088481	-0.7775228343251293	0.4246670335108642	-0.3043654179922431
51.0	-1.333590341630663	0.4041871577889095	-0.8030863989556176	-0.2709873156994237	-0.10857789303490355	0.24296146511862757	-0.19235781214493092	-0.2957032572162682	-0.6416672544551716	-0.9824852583088481	-0.7775228343251293	0.4073194186601897	-0.2172097174566178
52.0	-1.333590341630663	0.4041871577889095	-0.8030863989556176	-0.2709873156994237	-0.10857789303490355	0.44002134178316044	-1.6757368624521747	-0.2957032572162682	-0.6416672544551716	-0.9824852583088481	-0.7775228343251293	0.43928703596363383	0.27304109805627425
53.0	-1.333590341630663	0.4041871577889095	-0.8030863989556176	-0.2709873156994237	-0.10857789303490355	0.1847392288313792	-1.6651160100633402	-0.2957032572162682	-0.6416672544551716	-0.9824852583088481	-0.7775228343251293	0.43928703596363383	0.09872969698502357
54.0	-1.333590341630663	2.706304080696115	-1.0418493512501676	-0.2709873156994237	-2.0700169994674744	0.13000037420234228	-0.7375615681051112	-0.2953077588539218	-0.7558486455988237	0.3513320543938019	1.2256475776499356	0.43928703596363383	-0.3915211185278684
55.0	-1.333590341630663	3.345781003725895	-1.4465816728226364	-0.2709873156994237	-0.2695751976509973	0.8072692937488809	-1.6474145894152823	-0.2942294188635955	-0.5274858633115195	-1.082816649087366	-0.2650838917268579	0.42870389985976337	1.4060652050194022
56.0	-1.333590341630663	3.132622029382635	-1.5164635125186021	-0.2709873156994237	-2.0700169994674744	0.3763252200330084	-1.1588553795288867	-0.29384488481228443	-0.8700300367424758	-0.5693560021620097	-0.5445960422350055	0.43928703596363383	0.24035771035541467
57.0	-1.333590341630663	3.7720989524124144	-1.43202295621931	-0.2709873156994237	-0.2337980188474209	0.5917972568909446	-0.9889217413075321	-0.29452059963809135	-0.5274858633115195	-0.9057612535958638	-1.5694739274315506	0.3956452375971565	0.9920756274751826
58.0	-0.44273765374028734	0.5747143372635174	-0.8773358536325813	-0.2709873156994237	-0.045967830128644874	0.25789024365381946	-1.3889738479536382	-0.2949200138258075	-0.18494168988056317	-0.7405095511371284	0.573452559797588	0.37142403950376185	0.08783523441807065
59.0	-0.44273765374028734	0.5747143372635174	-0.8773358536325813	-0.2709873156994237	-0.045967830128644874	0.14940778629809173	-0.7517227046235574	5.127860000398683	-0.18494168988056317	-0.7405095511371284	0.573452559797588	0.43928703596363383	-0.315259880559196
60.0	-0.44273765374028734	0.5747143372635174	-0.8773358536325813	-0.2709873156994237	-0.045967830128644874	0.05684935937990204	-0.07906871999736088	-0.29538161132039564	-0.18494168988056317	-0.7405095511371284	0.573452559797588	0.4197573311946356	-0.41331004366177465
61.0	-0.44273765374028734	0.5747143372635174	-0.8773358536325813	-0.2709873156994237	-0.045967830128644874	0.16881519839384118	0.8838885632569837	-0.2957002811889872	-0.18494168988056317	-0.7405095511371284	0.573452559797588	0.23395237464935786	-0.7074605329695098
62.0	-0.44273765374028734	0.5747143372635174	-0.8773358536325813	-0.2709873156994237	-0.045967830128644874	0.412651914468642	-0.02242417392357611	-0.2953815330038882	-0.18494168988056317	-0.7405095511371284	0.573452559797588	0.43928703596363383	-0.032003853818414224
64.0	-1.333590341630663	0.2549758757486277	-1.4232877262573145	-0.2709873156994237	-2.0699897193686367	0.7351135308287867	-0.31626775668133555	-0.2938172390851739	-0.7558486455988237	-1.1418351142512	0.06101361719931672	0.3993547904583074	1.1445981034125268
65.0	-1.333590341630663	2.919463055039375	-1.1335692658511227	-0.2709873156994237	-0.2919359344032325	-2.7968911590717735	-1.7925662387293564	-0.29586239635929557	-0.6416672544551716	-0.42771168576880786	-1.1036203432513023	0.43928703596363383	0.10962415955197688
66.0	-1.333590341630663	2.919463055039375	-1.1335692658511227	-0.2709873156994237	-0.2919359344032325	0.07974015313386293	-1.3217084494910187	-0.29586239635929557	-0.6416672544551716	-0.42771168576880786	-1.1036203432513023	0.43928703596363383	-0.33704880569310264
67.0	-1.333590341630663	0.0418169014053679	-0.7404839175613148	-0.2709873156994237	-0.242742313548315	0.12502411469061164	-1.6651160100633402	4.787966358302942	-0.6416672544551716	-0.3804969136377406	0.20076969245338966	0.4317588257454165	-0.05379277895232046
68.0	-0.44273765374028734	0.0418169014053679	-0.7404839175613148	-0.2709873156994237	-0.242742313548315	-0.016301655442538202	-1.1199122541031599	4.787966358302942	-0.6416672544551716	-0.3804969136377406	0.20076969245338966	0.43928703596363383	-0.5549380570321658
69.0	-0.44273765374028734	0.0418169014053679	-0.7404839175613148	-0.2709873156994237	-0.242742313548315	0.1285074963488231	-1.254443051028399	4.787966358302942	-0.6416672544551716	-0.3804969136377406	0.20076969245338966	0.43928703596363383	-0.17363186718880533
70.0	-0.44273765374028734	-0.49108053445278155	-0.05040075056365205	-0.2709873156994237	-0.2248537241465268	0.39324450237289255	-2.189078061245851	-0.2968994635502245	-0.6416672544551716	-0.6165707742930768	0.3405257677074643	0.29559641484200755	0.1858853975206489
71.0	-0.44273765374028734	-0.49108053445278155	-0.05040075056365205	-0.2709873156994237	-0.2248537241465268	0.16632706863797586	-1.8031870911181909	-0.2968994635502245	-0.6416672544551716	-0.6165707742930768	0.3405257677074643	0.22151446211491196	-0.08647616665318
72.0	-0.44273765374028734	-0.49108053445278155	-0.05040075056365205	-0.2709873156994237	-0.2248537241465268	0.21808016755997442	-2.1465946516905126	-0.2968994635502245	-0.6416672544551716	-0.6165707742930768	0.3405257677074643	0.3739334429098345	0.033362921583304866
73.0	-0.44273765374028734	-0.49108053445278155	-0.05040075056365205	-0.2709873156994237	-0.2248537241465268	0.3076528387711257	-2.2032391977642973	-0.2968994635502245	-0.6416672544551716	-0.6165707742930768	0.3405257677074643	0.2240238655209846	0.09872969698502357
74.0	-1.333590341630663	-0.49108053445278155	0.2436853248235375	-0.2709873156994237	-0.11752218773579765	0.3215863654039715	-2.2103197660235203	-0.2977106659338254	-0.5274858633115195	-0.06769904826942001	0.10759897561734048	0.41768434577222796	0.17499093495369597
75.0	-0.44273765374028734	-0.49108053445278155	0.2436853248235375	-0.2709873156994237	-0.11752218773579765	0.3280555027692213	-0.8296089554750118	-0.29751401318375575	-0.5274858633115195	-0.06769904826942001	0.10759897561734048	0.29014119004619787	-0.11915955435403955
76.0	-0.44273765374028734	-0.49108053445278155	0.2436853248235375	-0.2709873156994237	-0.11752218773579765	0.32457212111100986	0.21477486276039853	-0.29786675073306423	-0.5274858633115195	-0.06769904826942001	0.10759897561734048	0.1857281874544008	-0.27168203029138355
77.0	-0.44273765374028734	-0.49108053445278155	0.2436853248235375	-0.2709873156994237	-0.11752218773579765	-2.7969658029644493	-0.8012866824381194	-0.29783675551073185	-0.5274858633115195	-0.06769904826942001	0.10759897561734048	0.3308371670229376	-0.18452632975575825
78.0	-1.333590341630663	-0.49108053445278155	0.2436853248235375	-0.2709873156994237	-0.11752218773579765	0.3011837014058759	-0.5216042361988059	-0.29711342424842857	-0.5274858633115195	-0.06769904826942001	0.10759897561734048	0.32472731525163073	-0.14094847948794578
79.0	-0.44273765374028734	-0.49108053445278155	0.2436853248235375	-0.2709873156994237	-0.11752218773579765	0.12303361088591941	-1.1269928223623829	-0.29751401318375575	-0.5274858633115195	-0.06769904826942001	0.10759897561734048	0.43012225830667383	-0.23899864259052403
80.0	-1.333590341630663	0.5747143372635174	-0.916644388461562	-0.2709873156994237	-0.16671580859071516	0.5475085472365421	-1.2367416303803414	-0.2968106526308383	-0.6416672544551716	-0.7582150906862787	0.2473550508714151	0.43928703596363383	0.5998749750648689
81.0	-1.333590341630663	0.5747143372635174	-0.916644388461562	-0.2709873156994237	-0.16671580859071516	0.49376494450985126	0.06962321344632476	-0.2968106526308383	-0.6416672544551716	-0.7582150906862787	0.2473550508714151	0.42543076498227744	0.15320200981978935
82.0	-1.333590341630663	0.5747143372635174	-0.916644388461562	-0.2709873156994237	-0.16671580859071516	0.3360175179879903	-1.2827653240652914	-0.2968106526308383	-0.6416672544551716	-0.7582150906862787	0.2473550508714151	0.43928703596363383	0.251252172922368
83.0	-1.333590341630663	0.5747143372635174	-0.916644388461562	-0.2709873156994237	-0.16671580859071516	0.2688380145796268	-0.7694241252716152	-0.2968106526308383	-0.6416672544551716	-0.7582150906862787	0.2473550508714151	0.37098762152009684	0.04425738415025779
84.0	-1.333590341630663	-0.49108053445278155	-0.970511639893869	-0.2709873156994237	-0.06385641953043307	0.3793109757400468	-0.723400431586665	-0.2972972330912854	-0.7558486455988237	-0.9588778722433144	0.0144282587812913	0.43928703596363383	0.15320200981978935
85.0	-1.333590341630663	-0.49108053445278155	-0.970511639893869	-0.2709873156994237	-0.06385641953043307	-2.7967219662483744	-0.43663741708812853	-0.2975648405970553	-0.7558486455988237	-0.9588778722433144	0.0144282587812913	0.38909896784218523	0.4473524991275249
86.0	-1.333590341630663	-0.49108053445278155	-0.970511639893869	-0.2709873156994237	-0.06385641953043307	0.19319887000132127	-0.8260686713454002	-0.2975730638303318	-0.7558486455988237	-0.9588778722433144	0.0144282587812913	0.4293585268352606	0.0006795338824453236
87.0	-1.333590341630663	-0.49108053445278155	-0.970511639893869	-0.2709873156994237	-0.06385641953043307	0.24594722082566595	-0.41185542818084775	-0.29810530281459047	-0.7558486455988237	-0.9588778722433144	0.0144282587812913	0.4201937491783	-0.032003853818414224
88.0	-1.333590341630663	-0.49108053445278155	-1.1277457792097922	-0.2709873156994237	0.11502947448744887	0.6868438135649997	0.6325283900545626	-0.29836053631219184	-0.8700300367424758	-0.8231354023664961	-0.31166925014488167	0.43928703596363383	0.12051862211893019
89.0	-1.333590341630663	-0.49108053445278155	-1.1277457792097922	-0.2709873156994237	0.11502947448744887	0.7226728820494601	-0.1888175280153193	-0.29836617510072433	-0.8700300367424758	-0.8231354023664961	-0.31166925014488167	0.43012225830667383	0.6761362130335409
90.0	-1.333590341630663	-0.49108053445278155	-1.1277457792097922	-0.2709873156994237	0.11502947448744887	0.39324450237289255	-0.08260900412697274	-0.29861851088755204	-0.8700300367424758	-0.8231354023664961	-0.31166925014488167	0.3877897138911909	0.011573996449398634
91.0	-1.333590341630663	-0.49108053445278155	-1.1277457792097922	-0.2709873156994237	0.11502947448744887	0.3872729909588158	0.19353315798272938	-0.29861866752056687	-0.8700300367424758	-0.8231354023664961	-0.31166925014488167	0.4027370298317094	-0.05379277895232046
92.0	-1.333590341630663	0.7026097218694731	0.5654329617570467	-0.2709873156994237	0.0032257907262726567	0.4056851511522191	-0.5251445203284175	-0.2981692874011324	-0.6416672544551716	-0.8231354023664961	-0.1253278164727833	0.4186662862354734	0.04425738415025779
93.0	-1.333590341630663	0.7026097218694731	0.5654329617570467	-0.2709873156994237	0.0032257907262726567	0.2907335564312416	-1.3995947003424731	-0.2981692874011324	-0.6416672544551716	-0.8231354023664961	-0.1253278164727833	0.43306807969641087	0.27304109805627425
94.0	-1.333590341630663	0.7026097218694731	0.5654329617570467	-0.2709873156994237	0.0032257907262726567	0.309643342575818	0.3139028183895221	2.5301014500955175	-0.6416672544551716	-0.8231354023664961	-0.1253278164727833	0.43928703596363383	-0.20631525488966448
95.0	-0.44273765374028734	-0.49108053445278155	-1.2034511055470885	-0.2709873156994237	-0.08174500893222125	0.4967507002168896	-0.37645258688473215	-0.2983029736792563	-0.8700300367424758	-0.7877243232681956	-0.21849853330883248	0.01465233785780945	0.6434528253326813
96.0	-0.44273765374028734	-0.49108053445278155	-1.2034511055470885	-0.2709873156994237	-0.08174500893222125	0.26684751077493457	0.04130094040943188	-0.2983029736792563	-0.8700300367424758	-0.7877243232681956	-0.21849853330883248	0.38397105653412383	-0.11915955435403955
97.0	-0.44273765374028734	-0.49108053445278155	-1.2034511055470885	-0.2709873156994237	-0.08174500893222125	1.2153225737107924	0.2678791247045719	-0.2983029736792563	-0.8700300367424758	-0.7877243232681956	-0.21849853330883248	0.43928703596363383	1.765582469728857
98.0	-1.333590341630663	-0.49108053445278155	-1.2034511055470885	-0.2709873156994237	-0.08174500893222125	-2.7961297913664787	-1.1163719699735482	-0.2983029736792563	-0.8700300367424758	-0.7877243232681956	-0.21849853330883248	0.4025188208398766	2.3212000606434673
99.0	-1.333590341630663	-0.49108053445278155	-1.2034511055470885	-0.2709873156994237	-0.08174500893222125	0.8903728275947823	-0.21005923279298871	-0.2983029736792563	-0.8700300367424758	-0.7877243232681956	-0.21849853330883248	0.43928703596363383	1.1663870285464333
100.0	-0.44273765374028734	-0.49108053445278155	-0.3779718741384919	-0.2709873156994237	-2.0695250632589253	0.5475085472365421	0.40595020575942303	-0.2988648163033104	-0.5274858633115195	-0.15032489949878772	1.1324768608138849	0.4159386738375686	0.5454026622301031
101.0	-0.44273765374028734	-0.49108053445278155	-0.3779718741384919	-0.2709873156994237	-2.0695250632589253	0.5743803485998874	0.10148577061282851	-0.29880349447801985	-0.5274858633115195	-0.15032489949878772	1.1324768608138849	0.4248852425026964	0.4364580365605716
102.0	-0.44273765374028734	-0.49108053445278155	-0.3779718741384919	-0.2709873156994237	-2.0695250632589253	0.3872729909588158	0.6006658328880589	-0.29891423401947687	-0.5274858633115195	-0.15032489949878772	1.1324768608138849	-3.1186105758634337	-0.4242045062287276
103.0	-0.44273765374028734	-0.49108053445278155	-0.3779718741384919	-0.2709873156994237	-2.0695250632589253	0.25390923604443494	0.67147151548029	-0.29891423401947687	-0.5274858633115195	-0.15032489949878772	1.1324768608138849	0.4127746434559994	-0.34794326826005556
104.0	-0.44273765374028734	-0.49108053445278155	-0.3779718741384919	-0.2709873156994237	-2.0695250632589253	0.2688380145796268	0.7635189028501904	1.5950023517952523	-0.5274858633115195	-0.15032489949878772	1.1324768608138849	0.3933540431829166	-0.26078756772443024
105.0	-0.44273765374028734	-0.49108053445278155	-0.3779718741384919	-0.2709873156994237	-2.0695250632589253	0.11158821400893895	1.000717939534165	-0.2993902417514257	-0.5274858633115195	-0.15032489949878772	1.1324768608138849	0.40819225462751907	-0.3261543431261493
106.0	-0.44273765374028734	-0.49108053445278155	-0.3779718741384919	-0.2709873156994237	-2.0695250632589253	0.10412382474134302	0.8307843013128102	1.430537686265055	-0.5274858633115195	-0.15032489949878772	1.1324768608138849	0.42586718296594245	-0.3261543431261493
107.0	-0.44273765374028734	-0.49108053445278155	-0.3779718741384919	-0.2709873156994237	-2.0695250632589253	0.2489329765327043	0.5935852646288357	-0.29937810269277937	-0.5274858633115195	-0.15032489949878772	1.1324768608138849	0.3388017952248199	-0.2281041800235711
108.0	-0.44273765374028734	-0.49108053445278155	-0.3779718741384919	-0.2709873156994237	-2.0695250632589253	0.42160918158975713	1.014879076052611	-0.2991349299373169	-0.5274858633115195	-0.15032489949878772	1.1324768608138849	0.42117568964154606	-0.2934709554252898
109.0	0.44811503415008835	-0.49108053445278155	-0.3779718741384919	-0.2709873156994237	-2.0695250632589253	0.2996908235523567	0.8060023124055292	-0.29904705881601934	-0.5274858633115195	-0.15032489949878772	1.1324768608138849	0.3774247867791526	-0.33704880569310264
110.0	-0.44273765374028734	-0.49108053445278155	-0.3779718741384919	-0.2709873156994237	-2.0695250632589253	0.2827715412124726	-0.4968222472915252	-0.2988648163033104	-0.5274858633115195	-0.15032489949878772	1.1324768608138849	0.4020824028562122	-0.08647616665318
